mag4,spring_displacement_fit
199,2.9863056336032936
200,3.1226335708578845
201,3.245558352128742
202,3.420716484529877
203,3.5147605
204,3.578034
206,3.68453
207,3.791968
208,3.8789343333333335
209,3.96652
210,4.032830000000001
211,4.12193
212,4.234516666666667
213,4.348355
214,4.41731
215,4.557132
216,4.72251
220,4.756471886114414
221,4.83014890234145
222,4.974152070096582
223,5.136603710220012
224,5.369443333333333
225,5.430770642857143
226,5.516426099999999
227,5.7756175
228,5.920475142857143
229,5.9631975
230,6.0121985
231,6.0614755
232,6.24309
233,6.28722
234,6.3986075
235,6.533704999999999
236,6.6709775
238,6.78669
239,6.83346
240,7.016728227272727
241,7.1327465
242,7.1997965
243,7.284274211315382
244,7.442402868721615
245,7.5784338417071915
246,7.7110725
247,7.797446999999999
248,7.88713275
249,7.9146255
250,7.98841275
251,8.077761333333333
252,8.198294
253,8.247968
254,8.395995166666667
255,8.45919175
256,8.494378621492974
257,8.689008097348774
258,8.87141050553712
259,8.914378642384499
260,8.94512786790368
261,9.056608247348773
262,9.25135332408532
263,9.258192625
264,9.282386727272726
265,9.365853151190699
266,9.5183520626523
267,9.565915488799428
268,9.688839391860144
269,9.819606272153518
270,9.83392956203171
271,9.979575166666669
272,10.07377
273,10.121285
274,10.207283333333336
275,10.28453
276,10.295165
277,10.411785
278,10.602052950531
279,10.62167280637255
280,10.789123312652299
281,10.910236077034668
282,10.980038978508288
283,11.078993
284,11.191747560476118
285,11.200351984111347
286,11.237571748782468
287,11.310122131143148
288,11.338248013011698
289,11.370848091768035
290,11.53749
291,11.603883333333334
292,11.737094989047549
293,11.766167927050613
294,11.804137501093638
295,11.888336165766367
296,11.961181229962925
297,12.112455402780787
298,12.170017938820184
299,12.186652851111068
300,12.217809989047549
301,12.437173322380882
302,12.558229989047549
303,12.631679989047548
304,12.681
305,12.73061
307,12.880794747342142
308,12.932127648886341
309,13.051543563296256
310,13.145471141860146
311,13.170056174883348
312,13.25401585111107
313,13.3313050806183
314,13.38755896006478
315,13.488872063296258
316,13.575464497872485
317,13.640662932044155
318,13.649243419289599
319,13.673071525872482
320,13.765583736238781
321,13.974303555555556
322,14.253244590909093
323,14.436750333333334
324,14.499564343388144
325,14.508540353991602
326,14.556384813296257
327,14.682963661090914
328,14.776096177867734
329,14.795571406666628
330,14.934075666666669
331,15.069251258243447
332,15.115466932044155
333,15.158438846184092
334,15.242252740739929
335,15.324884173246192
336,15.328747531158594
337,15.394161642368728
338,15.437209093388146
339,15.471623718371173
340,15.561428720620773
341,15.629165391860145
342,15.682112051731659
343,15.852201521788874
344,15.884237856652371
345,15.88927372439782
346,15.904420248948464
347,15.939588826688295
349,15.954770244690975
350,15.965387569819574
351,16.12406369662143
352,16.472886451205824
353,16.661233511258523
354,16.753788707573886
355,16.7813535
356,16.783726758381242
357,16.944706432994177
358,17.006996265770958
359,17.007749717246522
360,17.030429288845948
361,17.039526911187764
362,17.043808697415876
363,17.070839318385982
364,17.11677756316469
365,17.320567258381242
366,17.391529942696277
367,17.42747804022132
368,17.434211768267033
369,17.448372987735972
370,17.48412487907605
371,17.485452957139668
372,17.492966426157338
373,17.512861623667867
374,17.642025
375,17.69246
376,18.14061
378,18.257635
379,18.357038
380,18.51964
382,18.70706025
383,18.721559300000003
384,18.83042466666667
385,18.843394495476492
386,18.935538074216893
387,18.985654139424962
388,19.026913021517206
389,19.053981596521403
390,19.09061929523911
391,19.13607358119323
392,19.194493707573884
393,19.37901316214316
394,19.41678530378098
395,19.428621919382376
396,19.43459904372784
397,19.434719831417237
398,19.442316255014514
399,19.442939476624215
401,19.446025310488746
403,19.44604090269109
404,19.677046258381242
405,19.747802894857234
407,19.820435835005974
408,20.12794865930037
409,20.16564917800626
410,20.341253873667863
411,20.479343950775114
412,20.547742218823977
414,20.617402920869107
416,20.62100417413102
418,20.698685982275798
419,20.798625002355333
420,20.90059377632994
421,20.96741151977738
422,21.04720744299661
423,21.057768940664506
424,21.07565619301274
425,21.14614826252952
426,21.15069001869985
427,21.168315835005973
428,21.188727594259078
429,21.200797573305497
431,21.300803347296284
432,21.371722261447424
433,21.406932264411452
434,21.464224615293045
435,21.500816910307947
436,21.544293075179205
437,21.573931818195543
438,21.60058784543807
439,21.603626258381244
441,21.939937040907218
443,22.021596666666664
444,22.175936
445,22.324978642857143
446,22.47087849961407
447,22.489848150673012
448,22.577197002355334
449,22.66686444299661
450,22.725359519777378
451,22.75461494299661
452,22.789504170979832
453,22.831098635028102
454,22.899436697099034
455,22.92199557022571
456,22.944764971699293
457,22.96726382332042
458,23.00429821141723
459,23.03962407076083
460,23.073841506640694
461,23.085815301606416
462,23.105937330577355
463,23.14798797284585
464,23.16556299292858
465,23.225264801119142
466,23.26297599542538
467,23.352770964311453
468,23.40150832316558
469,23.421460889744953
471,23.453393857104736
472,23.55136198820294
473,23.64741131053581
474,23.751757595267957
475,23.76046377719296
476,23.859133257514912
477,23.951131243305124
478,24.033287660847225
479,24.20680457483009
480,24.400269168339303
481,24.43142035714285
482,24.739542217391303
483,25.171173620617548
484,25.218510799405014
485,25.26595623155297
486,25.36487036448795
487,25.639531666666667
488,25.892065555555558
489,26.160299029132517
490,26.16238044377213
493,26.183160679716732
494,26.186381106936707
497,26.186654661419283
498,26.71444
503,26.76432
507,26.8145
510,26.915856666666667
511,27.012687758381244
512,27.103299086646693
513,27.191279127959007
514,27.230550343175207
515,27.25589206779859
516,27.263310773121216
517,27.31536211935193
518,27.31681429201764
519,27.371811209471346
520,27.39157994269628
521,27.458857601119142
522,27.511280228262653
523,27.54377474383384
524,27.60865130306249
525,27.626364652025114
526,27.68535238264065
527,27.75364932980905
528,27.802537993227197
530,27.82595919043807
531,27.92485567316948
532,28.030631
535,28.07455
537,28.11868
539,28.18531
540,28.274825
541,28.365165
544,28.43347
547,28.4793
550,28.52534
553,28.57164
555,28.664996666666667
558,28.75918
560,28.80666
562,28.85442
564,28.90242
566,28.97492
569,29.04795
572,29.09701
574,29.14633
578,29.19594
580,29.321245
581,29.3638
584,29.49971
587,29.55142
590,29.60344
593,29.65577
594,29.672448348110724
595,29.86756827661427
596,29.905805856910877
598,30.03181
